movie_data
Matthew McConaughey, 
Tom Taylor, 
Dennis Haysbert"
"movie_name:Looper year:2012 runtime:119 min genre:Action, Drama, Sci-Fi description:In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination. description:In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination. director:Rian Johnson star:Joseph Gordon-Levitt, 
Bruce Willis, 
Emily Blunt, 
Paul Dano"
"movie_name:22 Jump Street year:2014 runtime:112 min genre:Action, Comedy, Crime description:After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. description:After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. director:Phil Lord, 
Christopher Miller star:Channing Tatum, 
Jonah Hill, 
Ice Cube, 
Nick Offerman"
"movie_name:3:10 to Yuma year:2007 runtime:122 min genre:Action, Crime, Drama description:A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher. description:A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher. director:James Mangold star:Russell Crowe, 
Christian Bale, 
Ben Foster, 
Logan Lerman"
"movie_name:Falling Down year:1993 runtime:113 min genre:Action, Crime, Drama description:An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them. description:An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them. director:Joel Schumacher star:Michael Douglas, 
Robert Duvall, 
Barbara Hershey, 
Rachel Ticotin"
"movie_name:The Quick and the Dead year:1995 runtime:108 min genre:Action, Romance, Thriller description:A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death. description:A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death. director:Sam Raimi star:Sharon Stone, 
Gene Hackman, 
Russell Crowe, 
Leonardo DiCaprio"
"movie_name:Akira year:1988 runtime:124 min genre:Animation, Action, Drama description:A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics. description:A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics. director:Katsuhiro Ôtomo star:Mitsuo Iwata, 
Nozomu Sasaki, 
Mami Koyama, 
Tesshô Genda"
"movie_name:Kung Fu Panda 3 year:2016 runtime:95 min genre:Animation, Action, Adventure description:Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home. description:Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home. director:Alessandro Carloni, 
Jennifer Yuh Nelson star:Jack Black, 
Bryan Cranston, 
Dustin Hoffman, 
Angelina Jolie"
"movie_name:Mandy year:2018 runtime:121 min genre:Action, Fantasy, Horror description:The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance. description:The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance. director:Panos Cosmatos star:Nicolas Cage, 
Andrea Riseborough, 
Linus Roache, 
Ned Dennehy"
"movie_name:Broken City year:2013 runtime:109 min genre:Action, Crime, Drama description:In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed by its most powerful figure: Mayor Nicholas Hostetler. description:In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed by its most powerful figure: Mayor Nicholas Hostetler. director:Allen Hughes star:Mark Wahlberg, 
Russell Crowe, 
Catherine Zeta-Jones, 
Jeffrey Wright"
"movie_name:Running Scared year:2006 runtime:122 min genre:Action, Crime, Drama description:A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands. description:A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands. director:Wayne Kramer star:Paul Walker, 
Cameron Bright, 
Chazz Palminteri, 
Vera Farmiga"
"movie_name:The Fighter year:2010 runtime:116 min genre:Action, Biography, Drama description:Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness. description:Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness. director:David O. Russell star:Mark Wahlberg, 
Christian Bale, 
Amy Adams, 
Melissa Leo"
"movie_name:Desperado year:1995 runtime:104 min genre:Action, Crime, Thriller description:Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang. description:Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang. director:Robert Rodriguez star:Antonio Banderas, 
Salma Hayek, 
Joaquim de Almeida, 
Cheech Marin"
"movie_name:Austin Powers: The Spy Who Shagged Me year:1999 runtime:95 min genre:Action, Adventure, Comedy description:Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"". description:Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"". director:Jay Roach star:Mike Myers, 
Heather Graham, 
Michael York, 
Robert Wagner"
"movie_name:Drive Angry year:2011 runtime:104 min genre:Action, Comedy, Fantasy description:A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter. description:A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter. director:Patrick Lussier star:Nicolas Cage, 
Amber Heard, 
William Fichtner, 
Billy Burke"
"movie_name:Planet of the Apes year:2001 runtime:119 min genre:Action, Adventure, Sci-Fi description:In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans. description:In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans. director:Tim Burton star:Mark Wahlberg, 
Helena Bonham Carter, 
Tim Roth, 
Michael Clarke Duncan"
"movie_name:The Adventures of Tintin year:2011 runtime:107 min genre:Animation, Action, Adventure description:Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor. description:Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor. director:Steven Spielberg star:Jamie Bell, 
Andy Serkis, 
Daniel Craig, 
Simon Pegg"
"movie_name:RocknRolla year:2008 runtime:114 min genre:Action, Crime, Thriller description:When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob. description:When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob. director:Guy Ritchie star:Gerard Butler, 
Tom Wilkinson, 
Idris Elba, 
Thandiwe Newton"
"movie_name:Commando year:1985 runtime:90 min genre:Action, Adventure, Thriller description:A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate. description:A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate. director:Mark L. Lester star:Arnold Schwarzenegger, 
Rae Dawn Chong, 
Dan Hedaya, 
Vernon Wells"
"movie_name:Peppermint year:2018 runtime:101 min genre:Action, Thriller description:Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free. description:Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free. director:Pierre Morel star:Jennifer Garner, 
John Gallagher Jr., 
John Ortiz, 
Juan Pablo Raba"
"movie_name:Live Free or Die Hard year:2007 runtime:128 min genre:Action, Thriller description:John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C. description:John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C. director:Len Wiseman star:Bruce Willis, 
Justin Long, 
Timothy Olyphant, 
Maggie Q"
"movie_name:Fool's Gold year:2008 runtime:112 min genre:Action, Adventure, Comedy description:A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance. description:A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance. director:Andy Tennant star:Matthew McConaughey, 
Kate Hudson, 
Donald Sutherland, 
Alexis Dziena"
"movie_name:Terminator Genisys year:2015 runtime:126 min genre:Action, Adventure, Sci-Fi description:When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline. description:When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline. director:Alan Taylor star:Arnold Schwarzenegger, 
Jason Clarke, 
Emilia Clarke, 
Jai Courtney"
"movie_name:The Road Warrior year:1981 runtime:96 min genre:Action, Adventure, Sci-Fi description:In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits. description:In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits. director:George Miller star:Mel Gibson, 
Bruce Spence, 
Michael Preston, 
Max Phipps"
"movie_name:Hellboy year:2019 runtime:120 min genre:Action, Adventure, Fantasy description:Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge. description:Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge. director:Neil Marshall star:David Harbour, 
Milla Jovovich, 
Ian McShane, 
Sasha Lane"
"movie_name:Sky High year:2005 runtime:100 min genre:Action, Comedy, Family description:Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being. description:Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being. director:Mike Mitchell star:Kurt Russell, 
Kelly Preston, 
Michael Angarano, 
Danielle Panabaker"
"movie_name:Captain Phillips year:2013 runtime:134 min genre:Action, Biography, Crime description:The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years. description:The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years. director:Paul Greengrass star:Tom Hanks, 
Barkhad Abdi, 
Barkhad Abdirahman, 
Catherine Keener"
"movie_name:London Has Fallen year:2016 runtime:99 min genre:Action, Thriller description:In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders. description:In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders. director:Babak Najafi star:Gerard Butler, 
Aaron Eckhart, 
Morgan Freeman, 
Angela Bassett"
"movie_name:Robin Hood year:2018 runtime:116 min genre:Action, Adventure, Drama description:A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown. description:A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown. director:Otto Bathurst star:Taron Egerton, 
Jamie Foxx, 
Ben Mendelsohn, 
Eve Hewson"
"movie_name:Crimson Tide year:1995 runtime:116 min genre:Action, Drama, Thriller description:On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so. description:On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so. director:Tony Scott star:Gene Hackman, 
Denzel Washington, 
Matt Craven, 
George Dzundza"
"movie_name:Red Dawn year:2012 runtime:93 min genre:Action, Drama description:A group of teenagers look to save their town from an invasion of North Korean soldiers. description:A group of teenagers look to save their town from an invasion of North Korean soldiers. director:Dan Bradley star:Chris Hemsworth, 
Isabel Lucas, 
Josh Hutcherson, 
Josh Peck"
"movie_name:Spider-Man 2 year:2004 runtime:127 min genre:Action, Adventure, Sci-Fi description:Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius. description:Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius. director:Sam Raimi star:Tobey Maguire, 
Kirsten Dunst, 
Alfred Molina, 
James Franco"
"movie_name:Out of the Furnace year:2013 runtime:116 min genre:Action, Crime, Drama description:When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice. description:When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice. director:Scott Cooper star:Christian Bale, 
Casey Affleck, 
Zoe Saldana, 
Woody Harrelson"
"movie_name:Dracula Untold year:2014 runtime:92 min genre:Action, Drama, Fantasy description:As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom. description:As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom. director:Gary Shore star:Luke Evans, 
Dominic Cooper, 
Sarah Gadon, 
Art Parkinson"
"movie_name:Atlantis: The Lost Empire year:2001 runtime:95 min genre:Animation, Action, Adventure description:A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis. description:A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis. director:Gary Trousdale, 
Kirk Wise star:Michael J. Fox, 
Jim Varney, 
Corey Burton, 
Claudia Christian"
"movie_name:Big Trouble in Little China year:1986 runtime:99 min genre:Action, Adventure, Comedy description:A rough-and-tumble trucker and his side kick face off with an ancient sorcerer in a supernatural battle beneath Chinatown. description:A rough-and-tumble trucker and his side kick face off with an ancient sorcerer in a supernatural battle beneath Chinatown. director:John Carpenter star:Kurt Russell, 
Kim Cattrall, 
Dennis Dun, 
James Hong"
"movie_name:Mortal Engines year:2018 runtime:128 min genre:Action, Adventure, Fantasy description:In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy. description:In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy. director:Christian Rivers star:Hera Hilmar, 
Robert Sheehan, 
Hugo Weaving, 
Jihae"
"movie_name:Twister year:1996 runtime:113 min genre:Action, Adventure, Thriller description:Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes. description:Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes. director:Jan de Bont star:Helen Hunt, 
Bill Paxton, 
Cary Elwes, 
Jami Gertz"
"movie_name:John Carter year:2012 runtime:132 min genre:Action, Adventure, Sci-Fi description:Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior. description:Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior. director:Andrew Stanton star:Taylor Kitsch, 
Lynn Collins, 
Willem Dafoe, 
Samantha Morton"
"movie_name:Behind Enemy Lines year:2001 runtime:106 min genre:Action, Drama, Thriller description:A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him. description:A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him. director:John Moore star:Gene Hackman, 
Owen Wilson, 
Gabriel Macht, 
Charles Malik Whitfield"
"movie_name:X-Men Origins: Wolverine year:2009 runtime:107 min genre:Action, Sci-Fi description:The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine. description:The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine. director:Gavin Hood star:Hugh Jackman, 
Liev Schreiber, 
Ryan Reynolds, 
Danny Huston"
"movie_name:Chronicle year:2012 runtime:84 min genre:Action, Drama, Sci-Fi description:Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides. description:Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides. director:Josh Trank star:Dane DeHaan, 
Alex Russell, 
Michael B. Jordan, 
Michael Kelly"
"movie_name:S.W.A.T. year:2003 runtime:117 min genre:Action, Adventure, Crime description:An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it. description:An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it. director:Clark Johnson star:Samuel L. Jackson, 
Colin Farrell, 
Michelle Rodriguez, 
LL Cool J"
"movie_name:Pineapple Express year:2008 runtime:111 min genre:Action, Comedy, Crime description:A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him. description:A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him. director:David Gordon Green star:Seth Rogen, 
James Franco, 
Gary Cole, 
Danny McBride"
"movie_name:Savages year:2012 runtime:131 min genre:Action, Crime, Drama description:Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend. description:Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend. director:Oliver Stone star:Aaron Taylor-Johnson, 
Taylor Kitsch, 
Blake Lively, 
Benicio Del Toro"
"movie_name:I Saw the Devil year:2010 runtime:144 min genre:Action, Crime, Drama description:A secret agent exacts revenge on a serial killer through a series of captures and releases. description:A secret agent exacts revenge on a serial killer through a series of captures and releases. director:Jee-woon Kim star:Lee Byung-hun, 
Choi Min-sik, 
Jeon Gook-hwan, 
Ho-jin Chun"
"movie_name:Point Break year:2015 runtime:114 min genre:Action, Adventure, Crime description:A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists. description:A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists. director:Ericson Core star:Edgar Ramírez, 
Luke Bracey, 
Ray Winstone, 
Teresa Palmer"
"movie_name:47 Ronin year:2013 runtime:128 min genre:Action, Drama, Fantasy description:A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun. description:A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun. director:Carl Rinsch star:Keanu Reeves, 
Hiroyuki Sanada, 
Ko Shibasaki, 
Tadanobu Asano"
"movie_name:Alien³ year:1992 runtime:114 min genre:Action, Horror, Sci-Fi description:After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor. description:After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor. director:David Fincher star:Sigourney Weaver, 
Charles S. Dutton, 
Charles Dance, 
Paul McGann"
"movie_name:The Living Daylights year:1987 runtime:130 min genre:Action, Adventure, Thriller description:James Bond is sent to investigate a KGB policy to kill all enemy spies and uncovers an arms deal that potentially has major global ramifications. description:James Bond is sent to investigate a KGB policy to kill all enemy spies and uncovers an arms deal that potentially has major global ramifications. director:John Glen star:Timothy Dalton, 
Maryam d'Abo, 
Jeroen Krabbé, 
Joe Don Baker"
"movie_name:The Lost World: Jurassic Park year:1997 runtime:129 min genre:Action, Adventure, Sci-Fi description:A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda. description:A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda. director:Steven Spielberg star:Jeff Goldblum, 
Julianne Moore, 
Pete Postlethwaite, 
Vince Vaughn"
"movie_name:Lethal Weapon 2 year:1989 runtime:114 min genre:Action, Crime, Thriller description:Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities. description:Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities. director:Richard Donner star:Mel Gibson, 
Danny Glover, 
Joe Pesci, 
Patsy Kensit"
"movie_name:Serenity year:2005 runtime:119 min genre:Action, Adventure, Sci-Fi description:The crew of the ship Serenity try to evade an assassin sent to recapture telepath River. description:The crew of the ship Serenity try to evade an assassin sent to recapture telepath River. director:Joss Whedon star:Nathan Fillion, 
Gina Torres, 
Chiwetel Ejiofor, 
Alan Tudyk"
"movie_name:Jason Bourne year:2016 runtime:123 min genre:Action, Thriller description:The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past. description:The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past. director:Paul Greengrass star:Matt Damon, 
Tommy Lee Jones, 
Alicia Vikander, 
Vincent Cassel"
"movie_name:Rush Hour year:1998 runtime:98 min genre:Action, Comedy, Crime description:A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way. description:A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way. director:Brett Ratner star:Jackie Chan, 
Chris Tucker, 
Ken Leung, 
Tom Wilkinson"
"movie_name:Power Rangers year:2017 runtime:124 min genre:Action, Adventure, Fantasy description:When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers. description:When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers. director:Dean Israelite star:Dacre Montgomery, 
Naomi Scott, 
RJ Cyler, 
Ludi Lin"
"movie_name:I Am Number Four year:2011 runtime:111 min genre:Action, Adventure, Sci-Fi description:Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story. description:Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story. director:D.J. Caruso star:Alex Pettyfer, 
Timothy Olyphant, 
Dianna Agron, 
Teresa Palmer"
"movie_name:Sucker Punch year:2011 runtime:110 min genre:Action, Adventure, Fantasy description:A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape. description:A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape. director:Zack Snyder star:Emily Browning, 
Vanessa Hudgens, 
Abbie Cornish, 
Jena Malone"
"movie_name:Defiance year:2008 runtime:137 min genre:Action, Drama, History description:Jewish brothers in German-occupied Eastern Europe escape into a Belorussian forest, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants. description:Jewish brothers in German-occupied Eastern Europe escape into a Belorussian forest, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants. director:Edward Zwick star:Daniel Craig, 
Liev Schreiber, 
Jamie Bell, 
Alexa Davalos"
"movie_name:Patriot Games year:1992 runtime:117 min genre:Action, Thriller description:When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge. description:When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge. director:Phillip Noyce star:Harrison Ford, 
Sean Bean, 
Anne Archer, 
Patrick Bergin"
"movie_name:300: Rise of an Empire year:2014 runtime:102 min genre:Action, Drama description:Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy. description:Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy. director:Noam Murro star:Sullivan Stapleton, 
Eva Green, 
Lena Headey, 
Hans Matheson"
"movie_name:Batman Returns year:1992 runtime:126 min genre:Action, Crime, Fantasy description:While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta. description:While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta. director:Tim Burton star:Michael Keaton, 
Danny DeVito, 
Michelle Pfeiffer, 
Christopher Walken"
"movie_name:The Amazing Spider-Man 2 year:2014 runtime:142 min genre:Action, Adventure, Sci-Fi description:When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones. description:When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones. director:Marc Webb star:Andrew Garfield, 
Emma Stone, 
Jamie Foxx, 
Paul Giamatti"
"movie_name:xXx year:2002 runtime:124 min genre:Action, Adventure, Thriller description:An extreme sports athlete, Xander Cage, is recruited by the government on a special mission. description:An extreme sports athlete, Xander Cage, is recruited by the government on a special mission. director:Rob Cohen star:Vin Diesel, 
Asia Argento, 
Marton Csokas, 
Samuel L. Jackson"
"movie_name:Transformers: Dark of the Moon year:2011 runtime:154 min genre:Action, Adventure, Sci-Fi description:The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets. description:The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets. director:Michael Bay star:Shia LaBeouf, 
Rosie Huntington-Whiteley, 
Tyrese Gibson, 
Josh Duhamel"
"movie_name:End of Watch year:2012 runtime:109 min genre:Action, Adventure, Crime description:Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves. description:Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves. director:David Ayer star:Jake Gyllenhaal, 
Michael Peña, 
Anna Kendrick, 
America Ferrera"
"movie_name:Crocodile Dundee year:1986 runtime:97 min genre:Action, Adventure, Comedy description:An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City. description:An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City. director:Peter Faiman star:Paul Hogan, 
Linda Kozlowski, 
John Meillon, 
David Gulpilil"
"movie_name:Moonraker year:1979 runtime:126 min genre:Action, Adventure, Sci-Fi description:James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide. description:James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide. director:Lewis Gilbert star:Roger Moore, 
Lois Chiles, 
Michael Lonsdale, 
Richard Kiel"
"movie_name:Elysium year:2013 runtime:109 min genre:Action, Drama, Sci-Fi description:In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds. description:In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds. director:Neill Blomkamp star:Matt Damon, 
Jodie Foster, 
Sharlto Copley, 
